2979.500171,5361.649612,2851.094777,0.518453,0.664888,-0.531278,0.082912,793956022.6
-4155.006072,-2363.088182,-4805.93416,-0.36654,0.105385,-0.646146,0.661088,793958299.8
4303.510905,862.413997,5139.627963,-0.695779,-0.629398,0.297184,0.177288,794010753.2
4284.850846,1994.51356,4832.524678,-0.668622,-0.64066,0.357278,0.121869,794016448.8
-3242.537738,-5313.056334,-2676.755806,-0.544509,-0.077021,-0.530727,0.644908,794025308.2
-3070.895026,-5538.635303,-2407.32924,-0.559545,-0.095593,-0.514902,0.642377,794025359.2
-3039.525408,-5576.546861,-2358.921682,-0.562227,-0.098886,-0.511957,0.64189,794025368.2
-2855.897097,-5780.323431,-2080.119216,-0.576703,-0.117362,-0.495606,0.63876,794025419.2
-2822.485239,-5814.300829,-2030.169458,-0.579273,-0.12063,-0.492587,0.63816,794025428.2
-2803.79612,-5832.916288,-2002.32784,-0.580628,-0.122417,-0.491037,0.637784,794025433.2
-2800.04748,-5836.616948,-1996.75176,-0.580956,-0.122804,-0.490612,0.637738,794025434.2
-2796.29526,-5840.310128,-1991.1731,-0.581169,-0.123152,-0.490369,0.637663,794025435.2
-2792.53944,-5843.995808,-1985.591881,-0.581506,-0.123527,-0.489947,0.637608,794025436.2
-2788.780041,-5847.673988,-1980.008121,-0.581716,-0.123868,-0.489713,0.63753,794025437.2
-2785.017061,-5851.344647,-1974.421801,-0.582048,-0.124246,-0.489293,0.637475,794025438.2
-2781.250501,-5855.007807,-1968.832942,-0.582271,-0.124594,-0.489049,0.637392,794025439.2
-2777.480381,-5858.663467,-1963.241542,-0.582606,-0.124965,-0.488636,0.637329,794025440.2
-2773.706701,-5862.311607,-1957.647622,-0.582826,-0.125329,-0.488394,0.637242,794025441.2
-2769.929462,-5865.952207,-1952.051182,-0.583162,-0.1257,-0.487964,0.637192,794025442.2
-2766.148662,-5869.585307,-1946.452223,-0.583387,-0.12604,-0.487743,0.637088,794025443.2
-2762.364302,-5873.210846,-1940.850783,-0.583715,-0.126409,-0.487316,0.637041,794025444.2
-2758.576402,-5876.828866,-1935.246823,-0.583928,-0.126778,-0.487075,0.636956,794025445.2
-2754.784982,-5880.439346,-1929.640384,-0.584266,-0.127151,-0.486653,0.636894,794025446.2
-2750.990002,-5884.042286,-1924.031444,-0.584494,-0.12747,-0.48642,0.6368,794025447.2
-2747.191523,-5887.637646,-1918.420044,-0.584814,-0.127853,-0.485991,0.636756,794025448.2
-2743.389483,-5891.225485,-1912.806184,-0.585028,-0.128199,-0.485756,0.636669,794025449.2
-2739.583943,-5894.805745,-1907.189845,-0.585357,-0.128575,-0.485341,0.636608,794025450.2
-2735.774883,-5898.378445,-1901.571065,-0.585584,-0.128937,-0.485097,0.636512,794025451.2
-2731.962323,-5901.943565,-1895.949825,-0.585917,-0.129306,-0.484664,0.636461,794025452.2
-2728.146244,-5905.501125,-1890.326145,-0.586143,-0.129643,-0.484435,0.636358,794025453.2
-2724.326664,-5909.051105,-1884.700046,-0.586463,-0.130019,-0.484003,0.636315,794025454.2
-2720.503604,-5912.593484,-1879.071506,-0.586685,-0.130372,-0.483765,0.63622,794025455.2
-2716.677024,-5916.128304,-1873.440546,-0.587012,-0.13074,-0.483334,0.63617,794025456.2
-2712.846984,-5919.655504,-1867.807187,-0.587233,-0.131098,-0.483089,0.636079,794025457.2
-2709.013445,-5923.175124,-1862.171427,-0.587545,-0.131463,-0.482684,0.636022,794025458.2
-2705.176445,-5926.687144,-1856.533247,-0.587771,-0.131816,-0.482435,0.63593,794025459.2
-2701.335965,-5930.191543,-1850.892707,-0.588102,-0.132179,-0.48201,0.63587,794025460.2
-2697.492005,-5933.688343,-1845.249768,-0.588323,-0.132534,-0.481765,0.635778,794025461.2
-2693.644605,-5937.177543,-1839.604448,-0.588646,-0.132903,-0.481347,0.635718,794025462.2
-2689.793746,-5940.659103,-1833.956768,-0.588879,-0.133264,-0.481103,0.635611,794025463.2
-2685.939426,-5944.133043,-1828.306729,-0.589196,-0.133638,-0.480673,0.635565,794025464.2
-2682.081646,-5947.599343,-1822.654349,-0.589419,-0.133963,-0.480441,0.635464,794025465.2
-2678.220446,-5951.058022,-1816.999609,-0.589738,-0.134331,-0.480023,0.635407,794025466.2
-2674.355806,-5954.509062,-1811.342529,-0.589954,-0.134691,-0.479765,0.635325,794025467.2
-2670.487726,-5957.952462,-1805.68311,-0.590281,-0.135059,-0.479343,0.635261,794025468.2
-2666.616207,-5961.388222,-1800.02139,-0.590513,-0.135417,-0.479092,0.635159,794025469.2
-2662.741287,-5964.816322,-1794.35733,-0.590817,-0.135789,-0.478676,0.635111,794025470.2
-2658.862947,-5968.236762,-1788.690971,-0.59104,-0.136131,-0.47843,0.635016,794025471.2
-2654.981187,-5971.649541,-1783.022311,-0.591357,-0.136491,-0.478009,0.63496,794025472.2
-2651.096027,-5975.054661,-1777.351351,-0.591576,-0.136859,-0.477762,0.634863,794025473.2
-2647.207448,-5978.452121,-1771.678111,-0.591905,-0.137227,-0.477335,0.634798,794025474.2
-2643.315488,-5981.841901,-1766.002592,-0.592117,-0.137572,-0.477098,0.634704,794025475.2
-2639.420128,-5985.224001,-1760.324792,-0.592433,-0.137945,-0.476668,0.634651,794025476.2
-2635.521388,-5988.598401,-1754.644732,-0.592665,-0.1383,-0.476414,0.634548,794025477.2
-2631.619248,-5991.96514,-1748.962413,-0.592989,-0.138654,-0.475989,0.634487,794025478.2
-2627.713749,-5995.32418,-1743.277833,-0.593214,-0.138994,-0.475752,0.634379,794025479.2
-2623.804869,-5998.67552,-1737.591013,-0.593533,-0.13937,-0.47532,0.634323,794025480.2
-2619.892629,-6002.01916,-1731.901953,-0.593743,-0.139734,-0.475087,0.634221,794025481.2
-2615.977009,-6005.35512,-1726.210674,-0.594056,-0.140095,-0.474653,0.634173,794025482.2
-2612.058049,-6008.68334,-1720.517174,-0.594272,-0.140446,-0.474411,0.634074,794025483.2
-2608.13573,-6012.003859,-1714.821454,-0.594593,-0.140822,-0.473978,0.634014,794025484.2
-2604.21007,-6015.316659,-1709.123535,-0.594817,-0.141158,-0.473743,0.633905,794025485.2
-2600.28105,-6018.621739,-1703.423395,-0.595128,-0.141521,-0.473303,0.63386,794025486.2
-2596.34871,-6021.919099,-1697.721075,-0.595344,-0.141887,-0.47307,0.63375,794025487.2
-2592.41303,-6025.208739,-1692.016575,-0.595676,-0.142245,-0.472624,0.63369,794025488.2
-2588.474011,-6028.490619,-1686.309896,-0.595886,-0.1426,-0.47238,0.633595,794025489.2
-2584.531691,-6031.764778,-1680.601036,-0.596204,-0.142959,-0.471962,0.633525,794025490.2
-2580.586031,-6035.031198,-1674.890016,-0.596424,-0.143313,-0.47171,0.633427,794025491.2
-2576.637071,-6038.289858,-1669.176837,-0.596739,-0.143688,-0.471261,0.63338,794025492.2
-2572.684811,-6041.540778,-1663.461517,-0.596952,-0.144047,-0.471027,0.633272,794025493.2
